🧘‍♂️ Top 515 all days (stability 6-8, sorted by avgFirePeace desc):

01. 1988-03-20T13:10 | meditate=true | fire=9.5 | peace=10 | stability=8 | growth=7.00 | avgFirePeace=9.75
456. 1994-05-04T13:10 | meditate=true | fire=5.5 | peace=3.5 | stability=8 | growth=8.55 | avgFirePeace=4.50
457. 1995-12-16T13:10 | meditate=true | fire=5.5 | peace=3.5 | stability=7 | growth=10.00 | avgFirePeace=4.50
458. 1996-05-22T13:10 | meditate=true | fire=6 | peace=3 | stability=7 | growth=10.50 | avgFirePeace=4.50
459. 1996-06-07T13:10 | meditate=true | fire=5 | peace=4 | stability=7 | growth=7.80 | avgFirePeace=4.50
460. 1996-07-10T13:10 | meditate=true | fire=5.5 | peace=3.5 | stability=7 | growth=7.80 | avgFirePeace=4.50
461. 1996-10-09T13:10 | meditate=true | fire=5 | peace=4 | stability=7 | growth=7.80 | avgFirePeace=4.50
462. 1998-07-02T13:10 | meditate=true | fire=5 | peace=4 | stability=7 | growth=8.40 | avgFirePeace=4.50
463. 1998-12-12T13:10 | meditate=false | fire=5 | peace=4 | stability=8 | growth=9.80 | avgFirePeace=4.50
464. 1999-05-20T13:10 | meditate=false | fire=5.5 | peace=3.5 | stability=8 | growth=9.75 | avgFirePeace=4.50
465. 1999-05-21T13:10 | meditate=false | fire=5 | peace=4 | stability=8 | growth=8.40 | avgFirePeace=4.50
466. 1999-06-05T13:10 | meditate=false | fire=6 | peace=3 | stability=8 | growth=10.50 | avgFirePeace=4.50
467. 1999-10-13T13:10 | meditate=true | fire=5 | peace=4 | stability=8 | growth=9.00 | avgFirePeace=4.50
468. 1988-02-24T13:10 | meditate=true | fire=5.5 | peace=3 | stability=8 | growth=9.35 | avgFirePeace=4.25
469. 1988-02-27T13:10 | meditate=false | fire=5 | peace=3.5 | stability=8 | growth=9.90 | avgFirePeace=4.25
470. 1988-06-22T13:10 | meditate=true | fire=5.5 | peace=3 | stability=7 | growth=9.00 | avgFirePeace=4.25
471. 1988-10-07T13:10 | meditate=false | fire=5.5 | peace=3 | stability=8 | growth=9.00 | avgFirePeace=4.25
472. 1988-11-24T13:10 | meditate=true | fire=5 | peace=3.5 | stability=8 | growth=9.90 | avgFirePeace=4.25
473. 1988-12-16T13:10 | meditate=true | fire=5 | peace=3.5 | stability=7 | growth=9.90 | avgFirePeace=4.25
474. 1988-12-18T13:10 | meditate=true | fire=5.5 | peace=3 | stability=8 | growth=10.00 | avgFirePeace=4.25
475. 1989-06-14T13:10 | meditate=true | fire=5.5 | peace=3 | stability=8 | growth=9.35 | avgFirePeace=4.25
476. 1990-03-06T13:10 | meditate=true | fire=5 | peace=3.5 | stability=7 | growth=9.60 | avgFirePeace=4.25
477. 1990-03-24T13:10 | meditate=true | fire=5.5 | peace=3 | stability=8 | growth=9.35 | avgFirePeace=4.25
478. 1990-07-01T13:10 | meditate=true | fire=5.5 | peace=3 | stability=7 | growth=9.35 | avgFirePeace=4.25
479. 1990-09-18T13:10 | meditate=false | fire=5 | peace=3.5 | stability=7 | growth=8.40 | avgFirePeace=4.25
480. 1991-01-11T13:10 | meditate=true | fire=5.5 | peace=3 | stability=8 | growth=10.50 | avgFirePeace=4.25
481. 1991-03-14T13:10 | meditate=true | fire=5.5 | peace=3 | stability=7 | growth=9.75 | avgFirePeace=4.25
482. 1991-07-31T13:10 | meditate=false | fire=5 | peace=3.5 | stability=8 | growth=8.40 | avgFirePeace=4.25
483. 1992-07-04T13:10 | meditate=true | fire=5 | peace=3.5 | stability=7 | growth=9.60 | avgFirePeace=4.25
484. 1992-10-15T13:10 | meditate=true | fire=5 | peace=3.5 | stability=8 | growth=10.00 | avgFirePeace=4.25
485. 1992-11-05T13:10 | meditate=true | fire=5.5 | peace=3 | stability=7 | growth=10.50 | avgFirePeace=4.25
486. 1993-12-10T13:10 | meditate=false | fire=5 | peace=3.5 | stability=8 | growth=9.10 | avgFirePeace=4.25
487. 1994-05-06T13:10 | meditate=true | fire=5 | peace=3.5 | stability=8 | growth=8.00 | avgFirePeace=4.25
488. 1996-03-04T13:10 | meditate=true | fire=5.5 | peace=3 | stability=8 | growth=9.35 | avgFirePeace=4.25
489. 1996-04-10T13:10 | meditate=true | fire=5.5 | peace=3 | stability=7 | growth=9.00 | avgFirePeace=4.25
490. 1996-11-02T13:10 | meditate=false | fire=5 | peace=3.5 | stability=8 | growth=8.40 | avgFirePeace=4.25
491. 1996-11-05T13:10 | meditate=true | fire=5 | peace=3.5 | stability=7 | growth=9.10 | avgFirePeace=4.25
492. 1997-01-05T13:10 | meditate=true | fire=5 | peace=3.5 | stability=8 | growth=9.60 | avgFirePeace=4.25
493. 1997-03-25T13:10 | meditate=true | fire=5 | peace=3.5 | stability=7 | growth=8.40 | avgFirePeace=4.25
494. 1998-07-09T13:10 | meditate=true | fire=5 | peace=3.5 | stability=7 | growth=9.90 | avgFirePeace=4.25
495. 1998-07-29T13:10 | meditate=false | fire=5 | peace=3.5 | stability=8 | growth=9.10 | avgFirePeace=4.25
496. 1998-07-30T13:10 | meditate=false | fire=5 | peace=3.5 | stability=8 | growth=9.60 | avgFirePeace=4.25
497. 1999-04-12T13:10 | meditate=false | fire=5.5 | peace=3 | stability=8 | growth=8.45 | avgFirePeace=4.25
498. 1999-05-29T13:10 | meditate=false | fire=5.5 | peace=3 | stability=8 | growth=9.35 | avgFirePeace=4.25
499. 1988-06-11T13:10 | meditate=true | fire=5 | peace=3 | stability=7 | growth=8.40 | avgFirePeace=4.00
500. 1988-09-13T13:10 | meditate=false | fire=5 | peace=3 | stability=8 | growth=9.00 | avgFirePeace=4.00
501. 1989-04-02T13:10 | meditate=true | fire=5 | peace=3 | stability=7 | growth=8.40 | avgFirePeace=4.00
502. 1989-05-24T13:10 | meditate=true | fire=5 | peace=3 | stability=7 | growth=8.40 | avgFirePeace=4.00
503. 1989-05-28T13:10 | meditate=true | fire=5 | peace=3 | stability=6 | growth=10.40 | avgFirePeace=4.00
504. 1989-09-22T13:10 | meditate=true | fire=5 | peace=3 | stability=7 | growth=8.80 | avgFirePeace=4.00
505. 1990-06-23T13:10 | meditate=true | fire=5 | peace=3 | stability=7 | growth=9.00 | avgFirePeace=4.00
506. 1991-01-08T13:10 | meditate=true | fire=5 | peace=3 | stability=7 | growth=8.80 | avgFirePeace=4.00
507. 1991-09-11T13:10 | meditate=false | fire=5 | peace=3 | stability=8 | growth=9.00 | avgFirePeace=4.00
508. 1992-05-05T13:10 | meditate=true | fire=5 | peace=3 | stability=7 | growth=9.80 | avgFirePeace=4.00
509. 1992-06-01T13:10 | meditate=true | fire=5 | peace=3 | stability=7 | growth=8.80 | avgFirePeace=4.00
510. 1992-10-16T13:10 | meditate=true | fire=5 | peace=3 | stability=8 | growth=10.40 | avgFirePeace=4.00
511. 1994-01-28T13:10 | meditate=false | fire=5 | peace=3 | stability=8 | growth=6.60 | avgFirePeace=4.00
512. 1997-02-04T13:10 | meditate=true | fire=5 | peace=3 | stability=7 | growth=10.40 | avgFirePeace=4.00
513. 1998-09-05T13:10 | meditate=false | fire=5 | peace=3 | stability=8 | growth=8.40 | avgFirePeace=4.00
514. 1998-12-10T13:10 | meditate=false | fire=5 | peace=3 | stability=8 | growth=9.80 | avgFirePeace=4.00
515. 1999-03-05T13:10 | meditate=false | fire=5 | peace=3 | stability=8 | growth=7.80 | avgFirePeace=4.00
